"area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100","year"
"Urban","24017","Charles","MD",48934,"B",1,1,1,1,0.998017738,0.622450648,"_2024"
"Urban","24019","Dorchester","MD",8351,"R",1,1,1,1,0.994252185,0.081906359,"_2024"
"Urban","24019","Dorchester","MD",8351,"B",1,1,1,1,0.994371932,0.08466052,"_2024"
"Urban","24021","Frederick","MD",86834,"R",1,1,1,1,0.996683327,0.71072391,"_2024"
"Urban","24021","Frederick","MD",86834,"B",1,1,1,1,0.998134371,0.749522077,"_2024"
"Urban","24023","Garrett","MD",2315,"R",1,1,1,1,0.986609071,0.332613391,"_2024"
"Urban","24023","Garrett","MD",2315,"B",1,1,1,1,0.986609071,0.333909287,"_2024"
"Urban","24025","Harford","MD",87647,"R",1,1,1,1,0.998140267,0.324312298,"_2024"
"Urban","24025","Harford","MD",87647,"B",1,1,1,1,0.998140267,0.325282098,"_2024"
"Urban","24027","Howard","MD",122793,"R",1,1,1,1,0.998631844,0.448690072,"_2024"
"Urban","24027","Howard","MD",122793,"B",1,1,1,0.999951137,0.998648131,0.449626607,"_2024"
"Urban","24029","Kent","MD",3201,"R",1,1,1,1,0.639175258,0.628241175,"_2024"
"Urban","24029","Kent","MD",3201,"B",1,1,1,1,0.643548891,0.628241175,"_2024"
"Urban","24031","Montgomery","MD",410928,"R",1,1,1,1,0.999398921,0.807528326,"_2024"
"Urban","24031","Montgomery","MD",410928,"B",1,1,1,0.999970798,0.999423257,0.807808181,"_2024"
"Urban","24033","Prince George's","MD",375490,"R",1,1,1,1,0.994279475,0.87923247,"_2024"
"Urban","24033","Prince George's","MD",375490,"B",1,1,1,0.999667102,0.994042451,0.879450851,"_2024"
"Urban","24035","Queen Anne's","MD",11087,"R",1,1,1,1,0.994227474,0.492919636,"_2024"
"Urban","24035","Queen Anne's","MD",11087,"B",1,1,1,1,0.574005592,0.492558853,"_2024"
"Urban","24037","St. Mary's","MD",22090,"R",1,1,1,1,0.999411498,0.272566772,"_2024"
"Urban","24037","St. Mary's","MD",22090,"B",1,1,1,1,0.471706655,0.272566772,"_2024"
"Urban","24039","Somerset","MD",5110,"R",1,1,1,1,0.947162427,0.354403131,"_2024"
"Urban","24039","Somerset","MD",5110,"B",1,1,1,1,0.617808219,0.321917808,"_2024"
"Urban","24041","Talbot","MD",10693,"R",1,1,1,1,1,1,"_2024"
"Urban","24041","Talbot","MD",10693,"B",1,1,1,1,1,1,"_2024"
"Urban","24043","Washington","MD",48699,"R",1,1,1,1,0.987433007,0.822583626,"_2024"
"Urban","24043","Washington","MD",48699,"B",1,1,1,1,0.992997803,0.846074868,"_2024"
"Urban","24045","Wicomico","MD",36073,"R",1,1,1,1,0.997643667,0.097857123,"_2024"
"Urban","24045","Wicomico","MD",36073,"B",1,1,1,1,0.997643667,0.106589416,"_2024"
"Urban","24047","Worcester","MD",47040,"R",1,1,1,1,0.997704082,0.590667517,"_2024"
"Urban","24047","Worcester","MD",47040,"B",1,1,1,1,0.997661565,0.59162415,"_2024"
"Urban","24510","Baltimore city","MD",316424,"R",1,1,1,1,0.991122671,0.946555887,"_2024"
"Urban","24510","Baltimore city","MD",316424,"B",1,1,1,1,0.986189417,0.951043537,"_2024"
"Urban","25001","Barnstable","MA",177811,"R",1,1,1,1,0.997463599,0.474953743,"_2024"
"Urban","25001","Barnstable","MA",177811,"B",1,1,1,1,0.997502967,0.475369915,"_2024"
"Urban","25003","Berkshire","MA",48447,"R",1,1,1,1,0.919664788,0.018824695,"_2024"
"Urban","25003","Berkshire","MA",48447,"B",1,1,1,1,0.191074783,0.003302578,"_2024"
"Urban","25005","Bristol","MA",247235,"R",1,1,1,1,0.997322386,0.385798936,"_2024"
"Urban","25005","Bristol","MA",247235,"B",1,1,1,1,0.985184137,0.386373289,"_2024"
"Urban","25007","Dukes","MA",12795,"R",1,1,1,1,0.998124267,0.472215709,"_2024"
"Urban","25007","Dukes","MA",12795,"B",1,1,1,1,0.998124267,0.473231731,"_2024"
"Urban","25009","Essex","MA",349377,"R",1,1,1,1,0.998711993,0.360810815,"_2024"
"Urban","25009","Essex","MA",349377,"B",1,1,1,1,0.998729166,0.359668782,"_2024"
"Urban","25011","Franklin","MA",18517,"R",1,1,1,1,0.98768699,0.798671491,"_2024"
"Urban","25011","Franklin","MA",18517,"B",1,1,1,1,0.895285413,0.798725495,"_2024"
"Urban","25013","Hampden","MA",198187,"R",1,1,1,1,0.984045371,0.844621494,"_2024"
"Urban","25013","Hampden","MA",198187,"B",1,1,1,1,0.89391837,0.852957056,"_2024"
"Urban","25015","Hampshire","MA",52489,"R",1,1,1,1,0.98473966,0.707919755,"_2024"
"Urban","25015","Hampshire","MA",52489,"B",1,1,1,1,0.855093448,0.707919755,"_2024"
"Urban","25017","Middlesex","MA",713411,"R",1,1,1,1,0.998212811,0.68784894,"_2024"
"Urban","25017","Middlesex","MA",713411,"B",1,1,1,0.997169934,0.995018299,0.841552766,"_2024"
"Urban","25019","Nantucket","MA",10094,"R",1,1,1,1,0.99920745,0.663265306,"_2024"
"Urban","25019","Nantucket","MA",10094,"B",1,1,1,1,0.99920745,0.664057856,"_2024"
"Urban","25021","Norfolk","MA",319560,"R",1,1,1,1,0.999004882,0.392868319,"_2024"
"Urban","25021","Norfolk","MA",319560,"B",1,1,1,1,0.999061209,0.430989486,"_2024"
"Urban","25023","Plymouth","MA",216026,"R",1,1,1,1,0.996810569,0.353651875,"_2024"
"Urban","25023","Plymouth","MA",216026,"B",1,1,1,1,0.996810569,0.354258284,"_2024"
"Urban","25025","Suffolk","MA",416026,"R",1,1,1,1,0.999127458,0.61169975,"_2024"
"Urban","25025","Suffolk","MA",416026,"B",1,1,1,1,0.999913467,0.823917255,"_2024"
"Urban","25027","Worcester","MA",313182,"R",1,1,1,1,0.961814536,0.119729103,"_2024"
"Urban","25027","Worcester","MA",313182,"B",1,1,1,0.999984035,0.630569445,0.122861467,"_2024"
"Urban","26001","Alcona","MI",1003,"R",1,1,1,1,0.940179462,0,"_2024"
"Urban","26001","Alcona","MI",1003,"B",1,1,1,1,0.084745763,0,"_2024"
"Urban","26005","Allegan","MI",22181,"R",1,1,1,1,0.909201569,0.158514044,"_2024"
"Urban","26005","Allegan","MI",22181,"B",1,1,1,1,0.571480096,0.111762319,"_2024"
"Urban","26007","Alpena","MI",8737,"R",1,1,1,1,0.981458166,0.138949296,"_2024"
"Urban","26007","Alpena","MI",8737,"B",1,1,1,1,0.985578574,0.22879707,"_2024"
"Urban","26011","Arenac","MI",2569,"R",1,1,1,1,0.888672635,0.108213313,"_2024"
"Urban","26011","Arenac","MI",2569,"B",1,1,1,1,0.206695212,0.171662125,"_2024"
"Urban","26015","Barry","MI",3637,"R",1,1,1,1,0.900467418,0.012647787,"_2024"
"Urban","26015","Barry","MI",3637,"B",1,1,1,1,0.277701402,0.109155898,"_2024"
"Urban","26017","Bay","MI",39495,"R",1,1,1,1,0.919331561,0.036181795,"_2024"
"Urban","26017","Bay","MI",39495,"B",1,1,1,1,0.179339157,0.051297633,"_2024"
"Urban","26019","Benzie","MI",2846,"R",1,1,1,1,0.896345748,0.048137737,"_2024"
"Urban","26019","Benzie","MI",2846,"B",1,1,1,1,0.223120169,0.080463809,"_2024"
"Urban","26021","Berrien","MI",62744,"R",1,1,1,1,0.9671363,0.256040418,"_2024"
"Urban","26021","Berrien","MI",62744,"B",1,1,1,1,0.968506949,0.282481193,"_2024"
"Urban","26023","Branch","MI",7494,"R",1,1,1,1,0.971577262,0.788630905,"_2024"
"Urban","26023","Branch","MI",7494,"B",1,1,1,1,0.920469709,0.79690419,"_2024"
"Urban","26025","Calhoun","MI",42468,"R",1,1,1,1,0.893048884,0.286474522,"_2024"
"Urban","26025","Calhoun","MI",42468,"B",1,1,1,1,0.823184515,0.292384854,"_2024"
"Urban","26027","Cass","MI",7236,"R",1,1,1,1,0.976920951,0.603233831,"_2024"
"Urban","26027","Cass","MI",7236,"B",1,1,1,1,0.978993919,0.530679934,"_2024"
"Urban","26029","Charlevoix","MI",7006,"R",1,1,1,1,0.907365116,0.288609763,"_2024"
"Urban","26029","Charlevoix","MI",7006,"B",1,1,1,1,0.373394234,0.288752498,"_2024"
"Urban","26031","Cheboygan","MI",4126,"R",1,1,1,1,0.828405235,0.174503151,"_2024"
"Urban","26031","Cheboygan","MI",4126,"B",1,1,1,1,0.341492971,0.271934077,"_2024"
"Urban","26033","Chippewa","MI",8903,"R",1,1,1,1,0.842637313,0,"_2024"
"Urban","26033","Chippewa","MI",8903,"B",1,1,1,1,0.347635628,0.013478603,"_2024"
"Urban","26035","Clare","MI",2517,"R",1,1,1,1,0.903456496,0,"_2024"
"Urban","26035","Clare","MI",2517,"B",1,1,1,1,0.142232817,0,"_2024"
"Urban","26037","Clinton","MI",19318,"R",1,1,1,1,0.893311937,0.52013666,"_2024"
"Urban","26037","Clinton","MI",19318,"B",1,1,1,1,0.75478828,0.373330573,"_2024"
"Urban","26039","Crawford","MI",73,"R",1,1,1,1,0.97260274,0,"_2024"
"Urban","26039","Crawford","MI",73,"B",1,1,1,1,0.712328767,0,"_2024"
"Urban","26041","Delta","MI",11281,"R",1,1,1,1,0.94344473,0.391454658,"_2024"
"Urban","26041","Delta","MI",11281,"B",1,1,1,1,0.469550572,0.397393848,"_2024"
"Urban","26043","Dickinson","MI",9610,"R",1,1,1,1,0.883975026,0.270031217,"_2024"
"Urban","26043","Dickinson","MI",9610,"B",1,1,1,1,0.435587929,0.287721124,"_2024"
"Urban","26045","Eaton","MI",34922,"R",1,1,1,1,0.982503866,0.692600653,"_2024"
"Urban","26045","Eaton","MI",34922,"B",1,1,1,1,0.961829219,0.68051658,"_2024"
"Urban","26047","Emmet","MI",11148,"R",1,1,1,1,0.774398995,0.124327234,"_2024"
"Urban","26047","Emmet","MI",11148,"B",1,1,1,1,0.336383208,0.191065662,"_2024"
"Urban","26049","Genesee","MI",177312,"R",1,1,1,1,0.985776484,0.122952761,"_2024"
"Urban","26049","Genesee","MI",177312,"B",1,1,1,1,0.87121007,0.124266829,"_2024"
"Urban","26053","Gogebic","MI",3834,"R",1,1,1,1,0.880020866,0,"_2024"
"Urban","26053","Gogebic","MI",3834,"B",1,1,1,1,0.236567553,0.000521648,"_2024"
"Urban","26055","Grand Traverse","MI",32817,"R",1,1,1,1,0.907212725,0.164944998,"_2024"
"Urban","26055","Grand Traverse","MI",32817,"B",1,1,1,1,0.29268367,0.207453454,"_2024"
"Urban","26057","Gratiot","MI",6733,"R",1,1,1,1,0.980840636,0.874053171,"_2024"
"Urban","26057","Gratiot","MI",6733,"B",1,1,1,1,0.90227239,0.874053171,"_2024"
"Urban","26059","Hillsdale","MI",4102,"R",1,1,1,1,0.978059483,0.101901511,"_2024"
"Urban","26059","Hillsdale","MI",4102,"B",1,1,1,1,0.988298391,0.192345197,"_2024"
"Urban","26061","Houghton","MI",10915,"R",1,1,1,1,0.904443426,0.176729272,"_2024"
"Urban","26061","Houghton","MI",10915,"B",1,1,1,1,0.356848374,0.184150252,"_2024"
"Urban","26065","Ingham","MI",114363,"R",1,1,1,1,0.972429894,0.724255222,"_2024"
"Urban","26065","Ingham","MI",114363,"B",1,1,1,1,0.968267709,0.731748905,"_2024"
"Urban","26067","Ionia","MI",9063,"R",1,1,1,1,0.911839347,0.358711244,"_2024"
"Urban","26067","Ionia","MI",9063,"B",1,1,1,1,0.529846629,0.359814631,"_2024"
"Urban","26069","Iosco","MI",10878,"R",1,1,1,1,0.913495128,0.14441993,"_2024"
"Urban","26069","Iosco","MI",10878,"B",1,1,1,1,0.321934179,0.205276705,"_2024"
"Urban","26073","Isabella","MI",15504,"R",1,1,1,1,0.990647575,0.858036636,"_2024"
"Urban","26073","Isabella","MI",15504,"B",1,1,1,1,0.897252322,0.863067595,"_2024"
"Urban","26075","Jackson","MI",38983,"R",1,1,1,1,0.874047662,0.108508837,"_2024"
"Urban","26075","Jackson","MI",38983,"B",1,1,1,1,0.880973758,0.117410153,"_2024"
"Urban","26077","Kalamazoo","MI",98548,"R",1,1,1,1,0.96369282,0.507062548,"_2024"
"Urban","26077","Kalamazoo","MI",98548,"B",1,1,1,1,0.744703089,0.506392824,"_2024"
"Urban","26081","Kent","MI",250028,"R",1,1,1,1,0.982709936,0.819052266,"_2024"
"Urban","26081","Kent","MI",250028,"B",1,1,1,1,0.943154367,0.826511431,"_2024"
"Urban","26087","Lapeer","MI",6944,"R",1,1,1,1,0.904233871,0.173243088,"_2024"
"Urban","26087","Lapeer","MI",6944,"B",1,1,1,1,0.392713134,0.116935484,"_2024"
"Urban","26089","Leelanau","MI",1824,"R",1,1,1,1,0.948464912,0.337719298,"_2024"
"Urban","26089","Leelanau","MI",1824,"B",1,1,1,1,0.404605263,0.337719298,"_2024"
"Urban","26091","Lenawee","MI",18829,"R",1,1,1,1,0.994051729,0.921982049,"_2024"
"Urban","26091","Lenawee","MI",18829,"B",1,1,1,1,0.990705826,0.693610919,"_2024"
"Urban","26093","Livingston","MI",57844,"R",1,1,1,1,0.984008713,0.206763018,"_2024"
"Urban","26093","Livingston","MI",57844,"B",1,1,1,1,0.70112717,0.190443261,"_2024"
"Urban","26097","Mackinac","MI",2322,"R",1,1,1,1,0.972868217,0.946167097,"_2024"
"Urban","26097","Mackinac","MI",2322,"B",1,1,1,1,0.979758829,0.946167097,"_2024"
"Urban","26099","Macomb","MI",399494,"R",1,1,1,1,0.996137614,0.62614207,"_2024"
"Urban","26099","Macomb","MI",399494,"B",1,1,1,1,0.997521865,0.638124728,"_2024"
"Urban","26101","Manistee","MI",5307,"R",1,1,1,1,0.90465423,0.168268325,"_2024"
"Urban","26101","Manistee","MI",5307,"B",1,1,1,1,0.285472018,0.253061994,"_2024"
"Urban","26103","Marquette","MI",18881,"R",1,1,1,1,0.895768233,0,"_2024"
"Urban","26103","Marquette","MI",18881,"B",1,1,1,1,0.275620995,0.036120968,"_2024"
"Urban","26105","Mason","MI",8590,"R",1,1,1,1,0.895925495,0.604656577,"_2024"
"Urban","26105","Mason","MI",8590,"B",1,1,1,1,0.376949942,0.27322468,"_2024"
"Urban","26107","Mecosta","MI",5799,"R",1,1,1,1,0.913605794,0.657009829,"_2024"
"Urban","26107","Mecosta","MI",5799,"B",1,1,1,1,0.782721159,0.693395413,"_2024"
"Urban","26109","Menominee","MI",4683,"R",1,1,1,1,0.835361947,0,"_2024"
"Urban","26109","Menominee","MI",4683,"B",1,1,1,1,0.195174034,0.007046765,"_2024"
"Urban","26111","Midland","MI",23761,"R",1,1,1,1,0.896974033,0.047683178,"_2024"
"Urban","26111","Midland","MI",23761,"B",1,1,1,1,0.148478599,0.088506376,"_2024"
"Urban","26115","Monroe","MI",49302,"R",1,1,1,1,0.773112653,0.234392114,"_2024"
"Urban","26115","Monroe","MI",49302,"B",1,1,1,1,0.538375725,0.184738956,"_2024"
"Urban","26117","Montcalm","MI",4961,"R",1,1,1,1,0.997379561,0.893569845,"_2024"
"Urban","26117","Montcalm","MI",4961,"B",1,1,1,1,0.957468252,0.893569845,"_2024"
"Urban","26121","Muskegon","MI",66309,"R",1,1,1,1,0.986970095,0.652204075,"_2024"
"Urban","26121","Muskegon","MI",66309,"B",1,1,1,1,0.927189371,0.151578217,"_2024"
"Urban","26123","Newaygo","MI",3047,"R",1,1,1,1,0.993107975,0.148342632,"_2024"
"Urban","26123","Newaygo","MI",3047,"B",1,1,1,1,0.993107975,0.148342632,"_2024"
"Urban","26125","Oakland","MI",588041,"R",1,1,1,1,0.990165652,0.491901075,"_2024"
"Urban","26125","Oakland","MI",588041,"B",1,1,1,1,0.948069948,0.62031389,"_2024"
"Urban","26137","Otsego","MI",5779,"R",1,1,1,1,0.929745631,0.397473611,"_2024"
"Urban","26137","Otsego","MI",5779,"B",1,1,1,1,0.497663956,0.44021457,"_2024"
"Urban","26139","Ottawa","MI",107093,"R",1,1,1,1,0.950921162,0.398690857,"_2024"
"Urban","26139","Ottawa","MI",107093,"B",1,1,1,1,0.601505234,0.422007041,"_2024"
"Urban","26143","Roscommon","MI",16197,"R",1,1,1,1,0.950916836,0.024263753,"_2024"
"Urban","26143","Roscommon","MI",16197,"B",1,1,1,1,0.096375872,0.055998024,"_2024"
"Urban","26145","Saginaw","MI",66189,"R",1,1,1,1,0.924760912,0.049902552,"_2024"
"Urban","26145","Saginaw","MI",66189,"B",1,1,1,1,0.248017042,0.090906344,"_2024"
"Urban","26147","St. Clair","MI",53957,"R",1,1,1,1,0.986303909,0.154141261,"_2024"
"Urban","26147","St. Clair","MI",53957,"B",1,1,1,1,0.986415108,0.160535241,"_2024"
"Urban","26149","St. Joseph","MI",10177,"R",1,1,1,1,0.939176575,0.831974059,"_2024"
"Urban","26149","St. Joseph","MI",10177,"B",1,1,1,1,0.647342046,0.492581311,"_2024"
"Urban","26151","Sanilac","MI",3495,"R",1,1,1,1,0.881545064,0.015164521,"_2024"
"Urban","26151","Sanilac","MI",3495,"B",1,1,1,1,0.870100143,0.03204578,"_2024"
"Urban","26155","Shiawassee","MI",14232,"R",1,1,1,1,0.931070826,0.679806071,"_2024"
"Urban","26155","Shiawassee","MI",14232,"B",1,1,1,1,0.860103991,0.590781338,"_2024"
"Urban","26157","Tuscola","MI",3409,"R",1,1,1,1,0.924611323,0.632150191,"_2024"
"Urban","26157","Tuscola","MI",3409,"B",1,1,1,1,0.863889704,0.634203579,"_2024"
"Urban","26159","Van Buren","MI",11549,"R",1,1,1,1,0.984154472,0.539007706,"_2024"
"Urban","26159","Van Buren","MI",11549,"B",1,1,1,1,0.967876007,0.518140099,"_2024"
"Urban","26161","Washtenaw","MI",139913,"R",1,1,1,1,0.964971089,0.522453239,"_2024"
"Urban","26161","Washtenaw","MI",139913,"B",1,1,1,1,0.936810732,0.546060766,"_2024"
"Urban","26163","Wayne","MI",859533,"R",1,1,1,1,0.991761806,0.44824108,"_2024"
"Urban","26163","Wayne","MI",859533,"B",1,1,1,1,0.957887597,0.490562899,"_2024"
"Urban","26165","Wexford","MI",7545,"R",1,1,1,1,0.89092114,0.258979457,"_2024"
"Urban","26165","Wexford","MI",7545,"B",1,1,1,1,0.388204109,0.346454606,"_2024"
"Urban","27003","Anoka","MN",134878,"R",1,1,1,1,0.995566364,0.358464687,"_2024"
"Urban","27003","Anoka","MN",134878,"B",1,1,1,1,0.997642314,0.660537671,"_2024"
"Urban","27005","Becker","MN",6489,"R",1,1,1,1,0.999691786,0.67206041,"_2024"
"Urban","27005","Becker","MN",6489,"B",1,1,1,1,0.999691786,0.67206041,"_2024"
"Urban","27007","Beltrami","MN",7541,"R",1,1,1,1,1,0.998673916,"_2024"
"Urban","27007","Beltrami","MN",7541,"B",1,1,1,1,1,0.998673916,"_2024"
"Urban","27009","Benton","MN",11103,"R",1,1,1,1,0.858686841,0.011168153,"_2024"
"Urban","27009","Benton","MN",11103,"B",1,1,1,1,0.360623255,0.011348284,"_2024"
"Urban","27013","Blue Earth","MN",23576,"R",1,1,1,1,0.935018663,0.599804886,"_2024"
"Urban","27013","Blue Earth","MN",23576,"B",1,1,1,0.999109264,0.343400068,0.160841534,"_2024"
"Urban","27015","Brown","MN",6917,"R",1,1,1,1,0.995373717,0.746566431,"_2024"
"Urban","27015","Brown","MN",6917,"B",1,1,1,1,0.995518288,0.746711002,"_2024"
"Urban","27017","Carlton","MN",6620,"R",1,1,1,1,0.985800604,0.035649547,"_2024"
"Urban","27017","Carlton","MN",6620,"B",1,1,1,1,0.986706949,0.036858006,"_2024"
"Urban","27019","Carver","MN",37558,"R",1,1,1,1,0.996112679,0.392512913,"_2024"
"Urban","27019","Carver","MN",37558,"B",1,1,1,1,0.99946749,0.956467331,"_2024"
"Urban","27023","Chippewa","MN",3248,"R",1,1,1,1,0.85929803,0.001231527,"_2024"
"Urban","27023","Chippewa","MN",3248,"B",1,1,1,1,0.271243842,0.035098522,"_2024"
"Urban","27025","Chisago","MN",9494,"R",1,1,1,1,0.955445545,0.089003581,"_2024"
"Urban","27025","Chisago","MN",9494,"B",1,1,1,1,0.956077523,0.206867495,"_2024"
"Urban","27027","Clay","MN",21847,"R",1,1,1,1,0.999450726,0.971071543,"_2024"
"Urban","27027","Clay","MN",21847,"B",1,1,1,1,0.999450726,0.971071543,"_2024"
"Urban","27035","Crow Wing","MN",10260,"R",1,1,1,1,0.994054581,0.561403509,"_2024"
"Urban","27035","Crow Wing","MN",10260,"B",1,1,1,1,0.574366472,0.561403509,"_2024"
"Urban","27037","Dakota","MN",183970,"R",1,1,1,1,0.986861988,0.585763983,"_2024"
"Urban","27037","Dakota","MN",183970,"B",1,1,1,1,0.999923901,0.979165081,"_2024"
"Urban","27039","Dodge","MN",3309,"R",1,1,1,1,1,1,"_2024"
"Urban","27039","Dodge","MN",3309,"B",1,1,1,1,1,1,"_2024"
"Urban","27041","Douglas","MN",11974,"R",1,1,1,1,0.958660431,0.224820444,"_2024"
"Urban","27041","Douglas","MN",11974,"B",1,1,1,1,0.348839151,0.225238016,"_2024"
"Urban","27047","Freeborn","MN",9122,"R",1,1,1,1,0.995505372,0.995505372,"_2024"
"Urban","27047","Freeborn","MN",9122,"B",1,1,1,1,0.908572681,0.908572681,"_2024"
"Urban","27049","Goodhue","MN",8449,"R",1,1,1,1,0.990768138,0.911705527,"_2024"
"Urban","27049","Goodhue","MN",8449,"B",1,1,1,1,0.947567759,0.911705527,"_2024"
"Urban","27053","Hennepin","MN",616912,"R",1,1,1,1,0.995534209,0.725823132,"_2024"
"Urban","27053","Hennepin","MN",616912,"B",1,1,1,1,0.999880048,0.981956908,"_2024"
"Urban","27055","Houston","MN",2607,"R",1,1,1,1,1,1,"_2024"
"Urban","27055","Houston","MN",2607,"B",1,1,1,1,1,1,"_2024"
"Urban","27059","Isanti","MN",8034,"R",1,1,1,1,0.990291262,0.567961165,"_2024"
"Urban","27059","Isanti","MN",8034,"B",1,1,1,1,0.990291262,0.567961165,"_2024"
"Urban","27061","Itasca","MN",4410,"R",1,1,1,1,1,0.995918367,"_2024"
"Urban","27061","Itasca","MN",4410,"B",1,1,1,1,1,0.995918367,"_2024"
"Urban","27067","Kandiyohi","MN",11906,"R",1,1,1,1,0.897026709,0.753821603,"_2024"
"Urban","27067","Kandiyohi","MN",11906,"B",1,1,1,1,0.346463968,0.313119436,"_2024"
"Urban","27071","Koochiching","MN",3733,"R",1,1,1,1,0.990088401,0.508974016,"_2024"
"Urban","27071","Koochiching","MN",3733,"B",1,1,1,1,0.990088401,0.049825877,"_2024"
"Urban","27079","Le Sueur","MN",1737,"R",1,1,1,1,1,0.832469775,"_2024"
"Urban","27079","Le Sueur","MN",1737,"B",1,1,1,1,1,0.832469775,"_2024"
"Urban","27083","Lyon","MN",7079,"R",1,1,1,1,0.917219946,0.039129821,"_2024"
"Urban","27083","Lyon","MN",7079,"B",1,1,1,1,0.272354852,0.046051702,"_2024"
"Urban","27085","McLeod","MN",10125,"R",1,1,1,1,0.995259259,0.707753086,"_2024"
"Urban","27085","McLeod","MN",10125,"B",1,1,1,1,0.995259259,0.707753086,"_2024"
"Urban","27091","Martin","MN",4508,"R",1,1,1,1,0.996228926,0,"_2024"
"Urban","27091","Martin","MN",4508,"B",1,1,1,1,0.996228926,0,"_2024"
"Urban","27093","Meeker","MN",3543,"R",1,1,1,1,1,1,"_2024"
"Urban","27093","Meeker","MN",3543,"B",1,1,1,1,1,1,"_2024"
"Urban","27095","Mille Lacs","MN",2248,"R",1,1,1,1,0.990658363,0.012455516,"_2024"
"Urban","27095","Mille Lacs","MN",2248,"B",1,1,1,1,0.990658363,0.012455516,"_2024"
"Urban","27097","Morrison","MN",4353,"R",1,1,1,1,0.999770273,0.201240524,"_2024"
"Urban","27097","Morrison","MN",4353,"B",1,1,1,1,0.910406616,0.20284861,"_2024"
"Urban","27099","Mower","MN",11139,"R",1,1,1,1,0.983481462,0.983481462,"_2024"
"Urban","27099","Mower","MN",11139,"B",1,1,1,1,0.867851692,0.867851692,"_2024"
"Urban","27103","Nicollet","MN",10541,"R",1,1,1,1,0.979129115,0.689972488,"_2024"
"Urban","27103","Nicollet","MN",10541,"B",1,1,1,1,0.461151693,0.260316858,"_2024"
"Urban","27105","Nobles","MN",5725,"R",1,1,1,1,0.994585153,0.00139738,"_2024"
"Urban","27105","Nobles","MN",5725,"B",1,1,1,1,0.99650655,0.00139738,"_2024"
"Urban","27109","Olmsted","MN",65266,"R",1,1,1,1,0.978518677,0.975438973,"_2024"
"Urban","27109","Olmsted","MN",65266,"B",1,1,1,1,0.833159685,0.831612172,"_2024"
"Urban","27111","Otter Tail","MN",5843,"R",1,1,1,1,0.867704946,0.012151292,"_2024"
"Urban","27111","Otter Tail","MN",5843,"B",1,1,1,1,0.196132124,0.012322437,"_2024"
"Urban","27113","Pennington","MN",4979,"R",1,1,1,1,0.996384816,0.996384816,"_2024"
"Urban","27113","Pennington","MN",4979,"B",1,1,1,1,0.996384816,0.996384816,"_2024"
"Urban","27119","Polk","MN",7474,"R",1,1,1,1,0.986218892,0.531709928,"_2024"
"Urban","27119","Polk","MN",7474,"B",1,1,1,1,0.986218892,0.531709928,"_2024"
"Urban","27121","Pope","MN",2507,"R",1,1,1,1,0.938571998,0.272437176,"_2024"
"Urban","27121","Pope","MN",2507,"B",1,1,1,1,0.625448744,0.273234942,"_2024"
"Urban","27123","Ramsey","MN",252262,"R",1,1,1,1,0.993847666,0.647600511,"_2024"
"Urban","27123","Ramsey","MN",252262,"B",1,1,1,1,0.999528268,0.930936883,"_2024"
"Urban","27127","Redwood","MN",2930,"R",1,1,1,1,0.993856655,0.116723549,"_2024"
"Urban","27127","Redwood","MN",2930,"B",1,1,1,1,0.993856655,0.116723549,"_2024"
"Urban","27131","Rice","MN",18197,"R",1,1,1,1,0.979007529,0.963840193,"_2024"
"Urban","27131","Rice","MN",18197,"B",1,1,1,1,0.918228279,0.918228279,"_2024"
"Urban","27133","Rock","MN",2979,"R",1,1,1,1,0.99462907,0.006377979,"_2024"
